[ 2016-07-09T00:00:21+08:00 ] /QA/index.php/List/index/id/8 | INFO: Tag[ route_check ] --START--
[ 2016-07-09T12:27:49+08:00 ] /QA/index.php/Search/index?&p=1 | INFO: Tag[ view_template ] --START--
[ 2016-07-09T12:27:49+08:00 ] /QA/index.php/Search/index?&p=1 | INFO: Run LocationTemplate Behavior [ RunTime:0.001000s ]
[ 2016-07-09T12:27:49+08:00 ] /QA/index.php/Search/index?&p=1 | INFO: Tag[ view_template ] --END-- [ RunTime:0.002000s ]
[ 2016-07-09T12:27:49+08:00 ] /QA/index.php/Search/index?&p=1 | INFO: Tag[ view_parse ] --START--
[ 2016-07-09T12:27:49+08:00 ] /QA/index.php/Search/index?&p=1 | INFO: Run ParseTemplate Behavior [ RunTime:0.019001s ]
[ 2016-07-09T12:27:49+08:00 ] /QA/index.php/Search/index?&p=1 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.020001s ]
[ 2016-07-09T12:27:49+08:00 ] /QA/index.php/Search/index?&p=1 | INFO: Tag[ view_filter ] --START--
[ 2016-07-09T12:27:49+08:00 ] /QA/index.php/Search/index?&p=1 | INFO: Run ContentReplace Behavior [ RunTime:0.001000s ]
[ 2016-07-09T12:27:49+08:00 ] /QA/index.php/Search/index?&p=1 | INFO: Run TokenBuild Behavior [ RunTime:0.001000s ]
[ 2016-07-09T12:27:49+08:00 ] /QA/index.php/Search/index?&p=1 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-07-09T12:27:49+08:00 ] /QA/index.php/Search/index?&p=1 | INFO: Run ShowRuntime Behavior [ RunTime:0.001000s ]
[ 2016-07-09T12:27:49+08:00 ] /QA/index.php/Search/index?&p=1 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.004000s ]
[ 2016-07-09T12:27:49+08:00 ] /QA/index.php/Search/index?&p=1 | INFO: Tag[ view_end ] --START--
[ 2016-07-09T12:27:49+08:00 ] /QA/index.php/Search/index?&p=1 | INFO: Run ShowPageTrace Behavior [ RunTime:0.002001s ]
[ 2016-07-09T12:27:49+08:00 ] /QA/index.php/Search/index?&p=1 | INFO: Tag[ view_end ] --END-- [ RunTime:0.002001s ]
[ 2016-07-09T12:27:50+08:00 ] /QA/index.php/Show/index/id/15 | INFO: Tag[ route_check ] --START--
[ 2016-07-09T12:27:50+08:00 ] /QA/index.php/Show/index/id/15 | INFO: Run CheckRoute Behavior [ RunTime:0.001000s ]
[ 2016-07-09T12:27:50+08:00 ] /QA/index.php/Show/index/id/15 | INFO: Tag[ route_check ] --END-- [ RunTime:0.001000s ]
[ 2016-07-09T12:27:50+08:00 ] /QA/index.php/Show/index/id/15 | INFO: Tag[ app_begin ] --START--
[ 2016-07-09T12:27:50+08:00 ] /QA/index.php/Show/index/id/15 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-07-09T12:27:50+08:00 ] /QA/index.php/Show/index/id/15 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001000s ]
[ 2016-07-09T12:27:51+08:00 ] /QA/index.php/Show/index/id/15 | SQL: SHOW COLUMNS FROM `wl_question` [ RunTime:0.015001s ]
[ 2016-07-09T12:27:51+08:00 ] /QA/index.php/Show/index/id/15 | SQL: SHOW COLUMNS FROM `wl_index_user` [ RunTime:0.012001s ]
[ 2016-07-09T12:27:51+08:00 ] /QA/index.php/Show/index/id/15 | SQL: SELECT question.id AS id,question.ask_content AS ask_content,question.money_reward AS money_reward,question.solve AS solve,question.ask_time AS ask_time,question.cid AS cid,question.answer AS answer,question.uid AS uid,Index_user.username AS username,Index_user.experience AS experience FROM wl_question question LEFT JOIN wl_index_user Index_user ON question.uid = Index_user.id WHERE ( question.id = 15 ) LIMIT 1   [ RunTime:0.016001s ]
[ 2016-07-09T12:27:51+08:00 ] /QA/index.php/Show/index/id/15 | SQL: SHOW COLUMNS FROM `wl_answer` [ RunTime:0.030001s ]
[ 2016-07-09T12:27:51+08:00 ] /QA/index.php/Show/index/id/15 | SQL: SELECT answer.id AS id,answer.answer_content AS answer_content,answer.answer_time AS answer_time,Index_user.username AS username,Index_user.experience AS experience,Index_user.answer AS answer,Index_user.adopt AS adopt FROM wl_answer answer LEFT JOIN wl_index_user Index_user ON answer.uid=Index_user.id WHERE ( `qid` = 15 ) AND ( answer.adopt = 1 ) LIMIT 1   [ RunTime:0.002000s ]
[ 2016-07-09T12:27:51+08:00 ] /QA/index.php/Show/index/id/15 | SQL: SELECT COUNT(*) AS tp_count FROM `wl_answer` WHERE ( `qid` = 15 ) AND ( answer.adopt = 0 ) LIMIT 1   [ RunTime:0.001000s ]
[ 2016-07-09T12:27:51+08:00 ] /QA/index.php/Show/index/id/15 | SQL: SELECT answer.id AS id,answer.answer_content AS answer_content,answer.answer_time AS answer_time,Index_user.username AS username,Index_user.experience AS experience,Index_user.answer AS answer,Index_user.adopt AS adopt FROM wl_answer answer LEFT JOIN wl_index_user Index_user ON answer.uid=Index_user.id WHERE ( `qid` = 15 ) AND ( answer.adopt = 0 ) LIMIT 0,10   [ RunTime:0.001000s ]
[ 2016-07-09T12:27:51+08:00 ] /QA/index.php/Show/index/id/15 | INFO: Tag[ view_template ] --START--
[ 2016-07-09T12:27:51+08:00 ] /QA/index.php/Show/index/id/15 | INFO: Run LocationTemplate Behavior [ RunTime:0.003000s ]
[ 2016-07-09T12:27:51+08:00 ] /QA/index.php/Show/index/id/15 | INFO: Tag[ view_template ] --END-- [ RunTime:0.003000s ]
[ 2016-07-09T12:27:51+08:00 ] /QA/index.php/Show/index/id/15 | INFO: Tag[ view_parse ] --START--
[ 2016-07-09T12:27:51+08:00 ] /QA/index.php/Show/index/id/15 | INFO: Run ParseTemplate Behavior [ RunTime:0.040002s ]
[ 2016-07-09T12:27:51+08:00 ] /QA/index.php/Show/index/id/15 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.040002s ]
[ 2016-07-09T12:27:51+08:00 ] /QA/index.php/Show/index/id/15 | INFO: Tag[ view_filter ] --START--
[ 2016-07-09T12:27:51+08:00 ] /QA/index.php/Show/index/id/15 | INFO: Run ContentReplace Behavior [ RunTime:0.001000s ]
[ 2016-07-09T12:27:51+08:00 ] /QA/index.php/Show/index/id/15 | INFO: Run TokenBuild Behavior [ RunTime:0.001000s ]
[ 2016-07-09T12:27:51+08:00 ] /QA/index.php/Show/index/id/15 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.002000s ]
[ 2016-07-09T12:27:51+08:00 ] /QA/index.php/Show/index/id/15 | INFO: Run ShowRuntime Behavior [ RunTime:0.001000s ]
[ 2016-07-09T12:27:51+08:00 ] /QA/index.php/Show/index/id/15 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.005000s ]
[ 2016-07-09T12:27:51+08:00 ] /QA/index.php/Show/index/id/15 | INFO: Tag[ view_end ] --START--
[ 2016-07-09T12:27:51+08:00 ] /QA/index.php/Show/index/id/15 | INFO: Run ShowPageTrace Behavior [ RunTime:0.001000s ]
[ 2016-07-09T12:27:51+08:00 ] /QA/index.php/Show/index/id/15 | INFO: Tag[ view_end ] --END-- [ RunTime:0.001000s ]
[ 2016-07-09T12:27:54+08:00 ] /QA/index.php/Index/index | INFO: Tag[ route_check ] --START--
[ 2016-07-09T12:27:54+08:00 ] /QA/index.php/Index/index | INFO: Run CheckRoute Behavior [ RunTime:0.003001s ]
[ 2016-07-09T12:27:54+08:00 ] /QA/index.php/Index/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.003001s ]
[ 2016-07-09T12:27:54+08:00 ] /QA/index.php/Index/index | INFO: Tag[ app_begin ] --START--
[ 2016-07-09T12:27:54+08:00 ] /QA/index.php/Index/index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002000s ]
[ 2016-07-09T12:27:54+08:00 ] /QA/index.php/Index/index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002000s ]
[ 2016-07-09T12:27:54+08:00 ] /QA/index.php/Index/index | SQL: SHOW COLUMNS FROM `wl_category` [ RunTime:0.011001s ]
[ 2016-07-09T12:27:54+08:00 ] /QA/index.php/Index/index | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = 0 )  [ RunTime:0.000000s ]
[ 2016-07-09T12:27:54+08:00 ] /QA/index.php/Index/index | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '1' )  [ RunTime:0.000000s ]
[ 2016-07-09T12:27:54+08:00 ] /QA/index.php/Index/index | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '2' )  [ RunTime:0.000000s ]
[ 2016-07-09T12:27:54+08:00 ] /QA/index.php/Index/index | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '3' )  [ RunTime:0.000000s ]
[ 2016-07-09T12:27:54+08:00 ] /QA/index.php/Index/index | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '4' )  [ RunTime:0.001000s ]
[ 2016-07-09T12:27:54+08:00 ] /QA/index.php/Index/index | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '5' )  [ RunTime:0.001000s ]
[ 2016-07-09T12:27:54+08:00 ] /QA/index.php/Index/index | SQL: SHOW COLUMNS FROM `wl_question` [ RunTime:0.010001s ]
[ 2016-07-09T12:27:54+08:00 ] /QA/index.php/Index/index | SQL: SELECT * FROM `wl_question` WHERE ( `solve` = 0 ) LIMIT 5   [ RunTime:0.000000s ]
[ 2016-07-09T12:27:54+08:00 ] /QA/index.php/Index/index | SQL: SELECT * FROM `wl_question` WHERE ( `solve` = 1 ) LIMIT 5   [ RunTime:0.000000s ]
[ 2016-07-09T12:27:54+08:00 ] /QA/index.php/Index/index | SQL: SHOW COLUMNS FROM `wl_index_user` [ RunTime:0.011000s ]
[ 2016-07-09T12:27:54+08:00 ] /QA/index.php/Index/index | SQL: SELECT * FROM `wl_index_user` ORDER BY adopt LIMIT 10   [ RunTime:0.001000s ]
[ 2016-07-09T12:27:54+08:00 ] /QA/index.php/Index/index | INFO: Tag[ view_template ] --START--
[ 2016-07-09T12:27:54+08:00 ] /QA/index.php/Index/index | INFO: Run LocationTemplate Behavior [ RunTime:0.003001s ]
[ 2016-07-09T12:27:54+08:00 ] /QA/index.php/Index/index | INFO: Tag[ view_template ] --END-- [ RunTime:0.004001s ]
[ 2016-07-09T12:27:54+08:00 ] /QA/index.php/Index/index | INFO: Tag[ view_parse ] --START--
[ 2016-07-09T12:27:54+08:00 ] /QA/index.php/Index/index | INFO: Run ParseTemplate Behavior [ RunTime:0.027001s ]
[ 2016-07-09T12:27:54+08:00 ] /QA/index.php/Index/index | INFO: Tag[ view_parse ] --END-- [ RunTime:0.027001s ]
[ 2016-07-09T12:27:54+08:00 ] /QA/index.php/Index/index | INFO: Tag[ view_filter ] --START--
[ 2016-07-09T12:27:54+08:00 ] /QA/index.php/Index/index | INFO: Run ContentReplace Behavior [ RunTime:0.002000s ]
[ 2016-07-09T12:27:54+08:00 ] /QA/index.php/Index/index | INFO: Run TokenBuild Behavior [ RunTime:0.001000s ]
[ 2016-07-09T12:27:54+08:00 ] /QA/index.php/Index/index | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-07-09T12:27:54+08:00 ] /QA/index.php/Index/index | INFO: Run ShowRuntime Behavior [ RunTime:0.001000s ]
[ 2016-07-09T12:27:54+08:00 ] /QA/index.php/Index/index | INFO: Tag[ view_filter ] --END-- [ RunTime:0.006000s ]
[ 2016-07-09T12:27:54+08:00 ] /QA/index.php/Index/index | INFO: Tag[ view_end ] --START--
[ 2016-07-09T12:27:54+08:00 ] /QA/index.php/Index/index | INFO: Run ShowPageTrace Behavior [ RunTime:0.002001s ]
[ 2016-07-09T12:27:54+08:00 ] /QA/index.php/Index/index | INFO: Tag[ view_end ] --END-- [ RunTime:0.002001s ]
[ 2016-07-09T12:27:59+08:00 ] /QA/index.php/Search/index | INFO: Tag[ route_check ] --START--
[ 2016-07-09T12:27:59+08:00 ] /QA/index.php/Search/index | INFO: Run CheckRoute Behavior [ RunTime:0.002000s ]
[ 2016-07-09T12:27:59+08:00 ] /QA/index.php/Search/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.002000s ]
[ 2016-07-09T12:27:59+08:00 ] /QA/index.php/Search/index | INFO: Tag[ app_begin ] --START--
[ 2016-07-09T12:27:59+08:00 ] /QA/index.php/Search/index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-07-09T12:27:59+08:00 ] /QA/index.php/Search/index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001000s ]
[ 2016-07-09T12:27:59+08:00 ] /QA/index.php/Search/index | NOTIC: [8] Undefined offset: 1 Action.class.php 第 233 行.
[ 2016-07-09T12:27:59+08:00 ] /QA/index.php/Search/index | SQL: SHOW COLUMNS FROM `wl_question` [ RunTime:0.009001s ]
[ 2016-07-09T12:27:59+08:00 ] /QA/index.php/Search/index | SQL: SELECT COUNT(*) AS tp_count FROM `wl_question` WHERE ( `ask_content` LIKE '%%' ) LIMIT 1   [ RunTime:0.000000s ]
[ 2016-07-09T12:27:59+08:00 ] /QA/index.php/Search/index | SQL: SELECT * FROM `wl_question` WHERE ( `ask_content` LIKE '%%' ) LIMIT 0,2   [ RunTime:0.000000s ]
[ 2016-07-09T12:27:59+08:00 ] /QA/index.php/Search/index | INFO: Tag[ view_template ] --START--
[ 2016-07-09T12:27:59+08:00 ] /QA/index.php/Search/index | INFO: Run LocationTemplate Behavior [ RunTime:0.001000s ]
[ 2016-07-09T12:27:59+08:00 ] /QA/index.php/Search/index | INFO: Tag[ view_template ] --END-- [ RunTime:0.002000s ]
[ 2016-07-09T12:27:59+08:00 ] /QA/index.php/Search/index | INFO: Tag[ view_parse ] --START--
[ 2016-07-09T12:27:59+08:00 ] /QA/index.php/Search/index | INFO: Run ParseTemplate Behavior [ RunTime:0.019001s ]
[ 2016-07-09T12:27:59+08:00 ] /QA/index.php/Search/index | INFO: Tag[ view_parse ] --END-- [ RunTime:0.019001s ]
[ 2016-07-09T12:27:59+08:00 ] /QA/index.php/Search/index | INFO: Tag[ view_filter ] --START--
[ 2016-07-09T12:27:59+08:00 ] /QA/index.php/Search/index | INFO: Run ContentReplace Behavior [ RunTime:0.001000s ]
[ 2016-07-09T12:27:59+08:00 ] /QA/index.php/Search/index | INFO: Run TokenBuild Behavior [ RunTime:0.001000s ]
[ 2016-07-09T12:27:59+08:00 ] /QA/index.php/Search/index | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-07-09T12:27:59+08:00 ] /QA/index.php/Search/index | INFO: Run ShowRuntime Behavior [ RunTime:0.001000s ]
[ 2016-07-09T12:27:59+08:00 ] /QA/index.php/Search/index | INFO: Tag[ view_filter ] --END-- [ RunTime:0.005001s ]
[ 2016-07-09T12:27:59+08:00 ] /QA/index.php/Search/index | INFO: Tag[ view_end ] --START--
[ 2016-07-09T12:27:59+08:00 ] /QA/index.php/Search/index | INFO: Run ShowPageTrace Behavior [ RunTime:0.001000s ]
[ 2016-07-09T12:27:59+08:00 ] /QA/index.php/Search/index | INFO: Tag[ view_end ] --END-- [ RunTime:0.001000s ]
[ 2016-07-09T12:28:02+08:00 ] /QA/index.php/Show/index/id/12 | INFO: Tag[ route_check ] --START--
[ 2016-07-09T12:28:02+08:00 ] /QA/index.php/Show/index/id/12 | INFO: Run CheckRoute Behavior [ RunTime:0.001000s ]
[ 2016-07-09T12:28:02+08:00 ] /QA/index.php/Show/index/id/12 | INFO: Tag[ route_check ] --END-- [ RunTime:0.002000s ]
[ 2016-07-09T12:28:02+08:00 ] /QA/index.php/Show/index/id/12 | INFO: Tag[ app_begin ] --START--
[ 2016-07-09T12:28:02+08:00 ] /QA/index.php/Show/index/id/12 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-07-09T12:28:02+08:00 ] /QA/index.php/Show/index/id/12 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001000s ]
[ 2016-07-09T12:28:02+08:00 ] /QA/index.php/Show/index/id/12 | SQL: SHOW COLUMNS FROM `wl_question` [ RunTime:0.012001s ]
[ 2016-07-09T12:28:02+08:00 ] /QA/index.php/Show/index/id/12 | SQL: SHOW COLUMNS FROM `wl_index_user` [ RunTime:0.010001s ]
[ 2016-07-09T12:28:02+08:00 ] /QA/index.php/Show/index/id/12 | SQL: SELECT question.id AS id,question.ask_content AS ask_content,question.money_reward AS money_reward,question.solve AS solve,question.ask_time AS ask_time,question.cid AS cid,question.answer AS answer,question.uid AS uid,Index_user.username AS username,Index_user.experience AS experience FROM wl_question question LEFT JOIN wl_index_user Index_user ON question.uid = Index_user.id WHERE ( question.id = 12 ) LIMIT 1   [ RunTime:0.001000s ]
[ 2016-07-09T12:28:02+08:00 ] /QA/index.php/Show/index/id/12 | SQL: SHOW COLUMNS FROM `wl_answer` [ RunTime:0.010001s ]
[ 2016-07-09T12:28:02+08:00 ] /QA/index.php/Show/index/id/12 | SQL: SELECT answer.id AS id,answer.answer_content AS answer_content,answer.answer_time AS answer_time,Index_user.username AS username,Index_user.experience AS experience,Index_user.answer AS answer,Index_user.adopt AS adopt FROM wl_answer answer LEFT JOIN wl_index_user Index_user ON answer.uid=Index_user.id WHERE ( `qid` = 12 ) AND ( answer.adopt = 1 ) LIMIT 1   [ RunTime:0.000000s ]
[ 2016-07-09T12:28:02+08:00 ] /QA/index.php/Show/index/id/12 | SQL: SELECT COUNT(*) AS tp_count FROM `wl_answer` WHERE ( `qid` = 12 ) AND ( answer.adopt = 0 ) LIMIT 1   [ RunTime:0.000000s ]
[ 2016-07-09T12:28:02+08:00 ] /QA/index.php/Show/index/id/12 | SQL: SELECT answer.id AS id,answer.answer_content AS answer_content,answer.answer_time AS answer_time,Index_user.username AS username,Index_user.experience AS experience,Index_user.answer AS answer,Index_user.adopt AS adopt FROM wl_answer answer LEFT JOIN wl_index_user Index_user ON answer.uid=Index_user.id WHERE ( `qid` = 12 ) AND ( answer.adopt = 0 ) LIMIT 0,10   [ RunTime:0.000000s ]
[ 2016-07-09T12:28:02+08:00 ] /QA/index.php/Show/index/id/12 | INFO: Tag[ view_template ] --START--
[ 2016-07-09T12:28:02+08:00 ] /QA/index.php/Show/index/id/12 | INFO: Run LocationTemplate Behavior [ RunTime:0.002000s ]
[ 2016-07-09T12:28:02+08:00 ] /QA/index.php/Show/index/id/12 | INFO: Tag[ view_template ] --END-- [ RunTime:0.002000s ]
[ 2016-07-09T12:28:02+08:00 ] /QA/index.php/Show/index/id/12 | INFO: Tag[ view_parse ] --START--
[ 2016-07-09T12:28:02+08:00 ] /QA/index.php/Show/index/id/12 | INFO: Run ParseTemplate Behavior [ RunTime:0.025001s ]
[ 2016-07-09T12:28:02+08:00 ] /QA/index.php/Show/index/id/12 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.026002s ]
[ 2016-07-09T12:28:02+08:00 ] /QA/index.php/Show/index/id/12 | INFO: Tag[ view_filter ] --START--
[ 2016-07-09T12:28:02+08:00 ] /QA/index.php/Show/index/id/12 | INFO: Run ContentReplace Behavior [ RunTime:0.001000s ]
[ 2016-07-09T12:28:02+08:00 ] /QA/index.php/Show/index/id/12 | INFO: Run TokenBuild Behavior [ RunTime:0.001000s ]
[ 2016-07-09T12:28:02+08:00 ] /QA/index.php/Show/index/id/12 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-07-09T12:28:02+08:00 ] /QA/index.php/Show/index/id/12 | INFO: Run ShowRuntime Behavior [ RunTime:0.002000s ]
[ 2016-07-09T12:28:02+08:00 ] /QA/index.php/Show/index/id/12 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.005000s ]
[ 2016-07-09T12:28:02+08:00 ] /QA/index.php/Show/index/id/12 | INFO: Tag[ view_end ] --START--
[ 2016-07-09T12:28:02+08:00 ] /QA/index.php/Show/index/id/12 | INFO: Run ShowPageTrace Behavior [ RunTime:0.001000s ]
[ 2016-07-09T12:28:02+08:00 ] /QA/index.php/Show/index/id/12 | INFO: Tag[ view_end ] --END-- [ RunTime:0.001000s ]
[ 2016-07-09T12:28:05+08:00 ] /QA/index.php/Index/index | INFO: Tag[ route_check ] --START--
[ 2016-07-09T12:28:05+08:00 ] /QA/index.php/Index/index | INFO: Run CheckRoute Behavior [ RunTime:0.001000s ]
[ 2016-07-09T12:28:05+08:00 ] /QA/index.php/Index/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.001000s ]
[ 2016-07-09T12:28:05+08:00 ] /QA/index.php/Index/index | INFO: Tag[ app_begin ] --START--
[ 2016-07-09T12:28:05+08:00 ] /QA/index.php/Index/index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-07-09T12:28:05+08:00 ] /QA/index.php/Index/index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001000s ]
[ 2016-07-09T12:28:05+08:00 ] /QA/index.php/Index/index | SQL: SHOW COLUMNS FROM `wl_category` [ RunTime:0.010001s ]
[ 2016-07-09T12:28:05+08:00 ] /QA/index.php/Index/index | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = 0 )  [ RunTime:0.001000s ]
[ 2016-07-09T12:28:05+08:00 ] /QA/index.php/Index/index | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '1' )  [ RunTime:0.000000s ]
[ 2016-07-09T12:28:05+08:00 ] /QA/index.php/Index/index | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '2' )  [ RunTime:0.000000s ]
[ 2016-07-09T12:28:05+08:00 ] /QA/index.php/Index/index | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '3' )  [ RunTime:0.001000s ]
[ 2016-07-09T12:28:05+08:00 ] /QA/index.php/Index/index | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '4' )  [ RunTime:0.000000s ]
[ 2016-07-09T12:28:05+08:00 ] /QA/index.php/Index/index | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '5' )  [ RunTime:0.000000s ]
[ 2016-07-09T12:28:05+08:00 ] /QA/index.php/Index/index | SQL: SHOW COLUMNS FROM `wl_question` [ RunTime:0.010000s ]
[ 2016-07-09T12:28:05+08:00 ] /QA/index.php/Index/index | SQL: SELECT * FROM `wl_question` WHERE ( `solve` = 0 ) LIMIT 5   [ RunTime:0.000000s ]
[ 2016-07-09T12:28:05+08:00 ] /QA/index.php/Index/index | SQL: SELECT * FROM `wl_question` WHERE ( `solve` = 1 ) LIMIT 5   [ RunTime:0.000000s ]
[ 2016-07-09T12:28:05+08:00 ] /QA/index.php/Index/index | SQL: SHOW COLUMNS FROM `wl_index_user` [ RunTime:0.010000s ]
[ 2016-07-09T12:28:05+08:00 ] /QA/index.php/Index/index | SQL: SELECT * FROM `wl_index_user` ORDER BY adopt LIMIT 10   [ RunTime:0.000000s ]
[ 2016-07-09T12:28:05+08:00 ] /QA/index.php/Index/index | INFO: Tag[ view_template ] --START--
[ 2016-07-09T12:28:05+08:00 ] /QA/index.php/Index/index | INFO: Run LocationTemplate Behavior [ RunTime:0.002000s ]
[ 2016-07-09T12:28:05+08:00 ] /QA/index.php/Index/index | INFO: Tag[ view_template ] --END-- [ RunTime:0.002000s ]
[ 2016-07-09T12:28:05+08:00 ] /QA/index.php/Index/index | INFO: Tag[ view_parse ] --START--
[ 2016-07-09T12:28:05+08:00 ] /QA/index.php/Index/index | INFO: Run ParseTemplate Behavior [ RunTime:0.027002s ]
[ 2016-07-09T12:28:05+08:00 ] /QA/index.php/Index/index | INFO: Tag[ view_parse ] --END-- [ RunTime:0.028002s ]
[ 2016-07-09T12:28:05+08:00 ] /QA/index.php/Index/index | INFO: Tag[ view_filter ] --START--
[ 2016-07-09T12:28:05+08:00 ] /QA/index.php/Index/index | INFO: Run ContentReplace Behavior [ RunTime:0.001000s ]
[ 2016-07-09T12:28:05+08:00 ] /QA/index.php/Index/index | INFO: Run TokenBuild Behavior [ RunTime:0.001000s ]
[ 2016-07-09T12:28:05+08:00 ] /QA/index.php/Index/index | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-07-09T12:28:05+08:00 ] /QA/index.php/Index/index | INFO: Run ShowRuntime Behavior [ RunTime:0.002000s ]
[ 2016-07-09T12:28:05+08:00 ] /QA/index.php/Index/index | INFO: Tag[ view_filter ] --END-- [ RunTime:0.005000s ]
[ 2016-07-09T12:28:05+08:00 ] /QA/index.php/Index/index | INFO: Tag[ view_end ] --START--
[ 2016-07-09T12:28:05+08:00 ] /QA/index.php/Index/index | INFO: Run ShowPageTrace Behavior [ RunTime:0.001000s ]
[ 2016-07-09T12:28:05+08:00 ] /QA/index.php/Index/index | INFO: Tag[ view_end ] --END-- [ RunTime:0.002000s ]
[ 2016-07-09T12:28:09+08:00 ] /QA/index.php/Member/index/id/88 | INFO: Tag[ route_check ] --START--
[ 2016-07-09T12:28:09+08:00 ] /QA/index.php/Member/index/id/88 | INFO: Run CheckRoute Behavior [ RunTime:0.001000s ]
[ 2016-07-09T12:28:09+08:00 ] /QA/index.php/Member/index/id/88 | INFO: Tag[ route_check ] --END-- [ RunTime:0.001000s ]
[ 2016-07-09T12:28:09+08:00 ] /QA/index.php/Member/index/id/88 | INFO: Tag[ app_begin ] --START--
[ 2016-07-09T12:28:09+08:00 ] /QA/index.php/Member/index/id/88 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002000s ]
[ 2016-07-09T12:28:09+08:00 ] /QA/index.php/Member/index/id/88 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002000s ]
[ 2016-07-09T12:28:09+08:00 ] /QA/index.php/Member/index/id/88 | SQL: SHOW COLUMNS FROM `wl_index_user` [ RunTime:0.011000s ]
[ 2016-07-09T12:28:09+08:00 ] /QA/index.php/Member/index/id/88 | SQL: SELECT `id`,`username`,`money`,`experience`,`adopt`,`answer`,`ask` FROM `wl_index_user` WHERE ( `id` = 88 ) LIMIT 1   [ RunTime:0.001000s ]
[ 2016-07-09T12:28:09+08:00 ] /QA/index.php/Member/index/id/88 | INFO: Tag[ view_template ] --START--
[ 2016-07-09T12:28:09+08:00 ] /QA/index.php/Member/index/id/88 | INFO: Run LocationTemplate Behavior [ RunTime:0.003001s ]
[ 2016-07-09T12:28:09+08:00 ] /QA/index.php/Member/index/id/88 | INFO: Tag[ view_template ] --END-- [ RunTime:0.003001s ]
[ 2016-07-09T12:28:09+08:00 ] /QA/index.php/Member/index/id/88 | INFO: Tag[ view_parse ] --START--
[ 2016-07-09T12:28:09+08:00 ] /QA/index.php/Member/index/id/88 | INFO: Run ParseTemplate Behavior [ RunTime:0.079004s ]
[ 2016-07-09T12:28:09+08:00 ] /QA/index.php/Member/index/id/88 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.079004s ]
[ 2016-07-09T12:28:09+08:00 ] /QA/index.php/Member/index/id/88 | INFO: Tag[ view_filter ] --START--
[ 2016-07-09T12:28:09+08:00 ] /QA/index.php/Member/index/id/88 | INFO: Run ContentReplace Behavior [ RunTime:0.001000s ]
[ 2016-07-09T12:28:09+08:00 ] /QA/index.php/Member/index/id/88 | INFO: Run TokenBuild Behavior [ RunTime:0.001000s ]
[ 2016-07-09T12:28:09+08:00 ] /QA/index.php/Member/index/id/88 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-07-09T12:28:09+08:00 ] /QA/index.php/Member/index/id/88 | INFO: Run ShowRuntime Behavior [ RunTime:0.002000s ]
[ 2016-07-09T12:28:09+08:00 ] /QA/index.php/Member/index/id/88 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.005000s ]
[ 2016-07-09T12:28:09+08:00 ] /QA/index.php/Member/index/id/88 | INFO: Tag[ view_end ] --START--
